       0      1304.00       251.94929
       0      1216.00       311.96718
       0      1025.00       559.19580
       0      834.000       775.72655
      32      1304.00       205.96406
      32      1216.00       314.41488
      32      1025.00       570.62555
      32      834.000       819.67514
      64      1304.00       193.07497
      64      1216.00       316.29339
      64      1025.00       572.57335
      64      834.000       839.51646
      96      1304.00       192.77723
      96      1216.00       317.78623
      96      1025.00       574.30072
      96      834.000       871.56172
     128      1304.00       193.56741
     128      1216.00       318.96022
     128      1025.00       574.95739
     128      834.000       901.96120
     160      1304.00       222.75445
     160      1216.00       319.82999
     160      1025.00       576.47318
     160      834.000       832.93333
     192      1304.00       196.27730
     192      1216.00       320.88418
     192      1025.00       576.90438
     192      834.000       831.02967
     224      1304.00       198.31644
     224      1216.00       322.01138
     224      1025.00       578.26572
     224      834.000       831.58509
     256      1304.00       198.75740
     256      1216.00       322.99290
     256      1025.00       578.96250
     256      834.000       835.47995
     288      1304.00       198.61302
     288      1216.00       323.81090
     288      1025.00       579.33572
     288      834.000       920.99787
     320      1304.00       201.24959
     320      1216.00       324.49148
     320      1025.00       579.78047
     320      834.000       843.16256
     352      1304.00       201.42585
     352      1216.00       325.07286
     352      1025.00       579.30374
     352      834.000       834.53782
     384      1304.00       200.96727
     384      1216.00       325.59852
     384      1025.00       580.94854
     384      834.000       837.09142
     416      1304.00       203.46404
     416      1216.00       326.07045
     416      1025.00       582.45937
     416      834.000       843.71683
     448      1304.00       202.84532
     448      1216.00       326.32748
     448      1025.00       582.19227
     448      834.000       844.87925
     480      1304.00       203.10861
     480      1216.00       326.80469
     480      1025.00       582.74277
     480      834.000       792.60017
     512      1304.00       203.69091
     512      1216.00       326.81997
     512      1025.00       582.72434
     512      834.000       788.00023
     544      1304.00       205.99983
     544      1216.00       326.97267
     544      1025.00       583.41882
     544      834.000       837.59307
     576      1304.00       204.39696
     576      1216.00       327.02687
     576      1025.00       583.80973
     576      834.000       837.94560
     608      1304.00       203.46363
     608      1216.00       327.44782
     608      1025.00       584.09831
     608      834.000       837.73027
     640      1304.00       204.80796
     640      1216.00       327.35048
     640      1025.00       584.14387
     640      834.000       818.76561
     672      1304.00       204.76118
     672      1216.00       327.32583
     672      1025.00       583.70971
     672      834.000       819.47742
     704      1304.00       204.64468
     704      1216.00       326.97987
     704      1025.00       584.42196
     704      834.000       838.21861
     736      1304.00       203.02987
     736      1216.00       326.51440
     736      1025.00       584.86014
     736      834.000       846.35824
     768      1304.00       201.89572
     768      1216.00       325.74529
     768      1025.00       585.67177
     768      834.000       848.71307
     800      1304.00       201.13389
     800      1216.00       325.17132
     800      1025.00       586.42216
     800      834.000       938.44615
     832      1304.00       199.21006
     832      1216.00       324.67687
     832      1025.00       586.24424
     832      834.000       887.18234
     864      1304.00       199.38820
     864      1216.00       324.34919
     864      1025.00       586.66689
     864      834.000       852.85694
     896      1304.00       194.99239
     896      1216.00       322.86788
     896      1025.00       586.46070
     896      834.000       817.70360
     928      1304.00       200.29262
     928      1216.00       320.91441
     928      1025.00       587.25248
     928      834.000       795.02244
     960      1304.00       271.98612
     960      1216.00       321.49373
     960      1025.00       589.37438
     960      834.000       781.72105
     992      1304.00       241.99430
     992      1216.00       325.32972
     992      1025.00       589.86833
     992      834.000       780.00092
