-3.31577	246.958	0
-3.49967	231.259	0
-3.66976	218.918	0
-3.82537	207.546	0
-3.96589	195.301	0
-4.09075	184.481	0
-4.19947	176.443	0
-4.29161	168.913	0
-4.36682	164.338	0
-4.42479	157.097	0
-4.46530	155.923	0
-4.48819	153.169	0
-4.49336	152.717	0
-4.48080	155.978	0
-4.45056	156.154	0
-4.40276	158.636	0
-4.33757	159.63	0
-4.25527	171.068	0
-4.15618	177.64	0
-4.04068	186.78	0
-3.90924	195.294	0
-3.76237	206.52	0
-3.60065	217.146	0
-3.42472	231.437	0
-3.23527	245.386	0
-3.03306	264.606	0
-2.81888	285.104	0
-0.392797	472.197	0
-0.288028	479.815	0
-0.182122	487.71	0
-0.0754972	495.839	0
0.0314254	503.803	0
0.138224	513.67	0
0.244478	522.186	0
0.349766	530.948	0
0.453673	537.692	0
0.555790	546.231	0
0.655715	554.052	0
0.753050	563.892	0
0.847415	567.71	0
0.938435	575.07	0
1.02575		582.848	0
1.10902		590.03	0
1.18791		595.798	0
1.26211		600.418	0
1.33134		606.186	0
1.70186		635.85	0
1.69653		635.669	0
1.6845		634.811	0
1.66583		634.214	0
1.64058		631.855	0
1.60885		629.855	0
1.57078		627.087	0
1.52651		622.948	0
1.47621		619.125	0
1.42009		614.709	0
1.35836		609.169	0
1.29127		604.788	0
1.21909		599.701	0
1.14209		593.801	0
0.182122	520.653	0
0.0754972	510.895	0
-0.244477	486.215	0
-0.349765	478.229	0
-0.453673	468.89	0
-0.655715	453.846	0
-0.938435	431.341	0
-1.02575	424.272	0
-1.18791	412.694	0
-1.26211	407.327	0
-1.33134	401.803	0
-1.3953		395.339	0
-1.70047	371.697	0
-1.70186	371.991	0
-1.69653	371.572	0
-1.6845		372.103	0
-1.66583	374.212	0
-1.64058	376.866	0
-1.60885	378.846	0
-1.57078	380.646	0
-1.52651	384.217	0
-1.47621	388.865	0
-1.42009	393.329	0
-1.35836	398.662	0
-1.29127	403.602	0
-1.21909	409.971	0
-1.14209	415.642	0
-5.76165	51.9089	8.08144
-6.05121	34.9901	7.87489
-6.31689	13.1363	7.40518
-6.55764	3.87362	3.27309
-6.33846	7.71985	8.34322
-6.07488	26.1978	9.88921
-5.78732	47.7798	9.28066
5.76165		922.563	10.1181
6.05121		932.517	10.929
6.31689		947.361	11.1485
6.55764		959.337	10.1805
6.77251		970.736	10.8436
6.96065		977.135	11.375	
7.12132		984.419	9.15735
7.25388		987.108	10.7156
7.35782		990.44	11.0722
7.26389		993.874	8.5344
7.13375		990.2	8.25027
6.97547		984.802	9.35823
6.78965		979.945	9.46216
6.57703		973.156	8.60997
6.33846		963.269	8.16266
6.07488		949.335	7.46815
5.78732		936.216	6.69802
5.47692		920.791	4.46021
0.840148	568.638	0
0.931359	574.893	0
1.0189		584.698	0
1.10241		589.191	0
1.18157		596.902	0
1.25607		602.013	0
1.32562		607.39	0
1.38993		613.43	0
1.44876		616.919	0
1.50187		618.219	0
1.54905		624.333	0
1.59012		628.241	0
1.62491		631.295	0
1.65329		634.236	0
1.67515		635.42	0
1.69039		636.303	0
1.69897		636.583	0
1.70083		637.038	0
1.69599		636.171	0
1.68445		635.112	0
1.14703		594.734	0
1.06589		587.7	0
0.980554	580.757	0
0.891345	574.202	0
0.798618	568.257	0
0.702739	560.635	0
0.50305		543.753	0
-0.548123	461.17	0
-0.931359	431.004	0
-1.10241	417.916	0
-1.18157	412.202	0
-1.25608	406.712	0
-1.32562	400.436	0
-1.38993	394.485	0
-1.44876	390.611	0
-1.50187	386.652	0
-1.54905	381.573	0
-1.59012	378.423	0
-1.62491	375.895	0
-1.65329	374.074	0
-1.67515	371.677	0
-1.69039	371.101	0
-1.69897	370.245	0
-1.70083	370.416	0
-1.69599	372.346	0
-1.68445	372.32	0
-0.891345	431.569	0
-0.798617	437.816	0
-0.50305	462.314	0
-0.295428	499.766	0
3.82538		790.137	0
3.96589		799.75	0
4.09075		811.291	0
4.19947		821.038	0
4.29161		825.26	0
4.36682		830.582	0
4.42479		836.773	0
4.4653		843.704	0
4.48819		841.742	0
4.49336		844.038	0
4.4808		846.32	0
4.45056		842.021	0
4.40276		841.029	0
4.33757		834.273	0
4.25527		830.334	0
4.15618		824.971	0
4.04068		818.392	0
3.90924		807.353	0
3.76237		797.408	0
3.60065		786.293	0
3.42472		772.522	0
3.23528		757.119	0
3.03306		741.908	0
