-1.21368	491.109 0
-1.12368	499.449 0
-1.03153	505.494 0
-0.937599	511.866 0
-0.84226	518.608 0
-0.745885	525.635 0
-0.648857	533.31	 0
-0.551557	541.813 0
-0.454371	549.794 0
-0.35768	556.908 0
-0.261868	564.433 0
-0.167311	571.986 0
-0.0743848	579.957 0
0.016546	585.7	 0
0.105122	593.767 0
0.190993	599.184 0
0.273822	606.577 0
0.353279	612.216 0
0.429054	616.835 0
0.500844	622.012 0
0.568369	628.244 0
0.631361	633.528 0
0.967277	660.629 0
0.968537	660.631 0
0.963686	660.784 0
0.952741	659.82	 0
0.935747	658.549 0
0.912771	657.062 0
0.883902	654.869 0
0.849256	652.222 0
0.808968	649.183 0
0.763198	646.24	 0
0.712126	642.305 0
0.655954	637.603 0
0.594904	632.515 0
0.529217	627.702 0
0.459151	620.835 0
0.384984	615.321 0
0.225531	604.04	 0
0.140874	597.001 0
0.0533708	588.281 0
-0.0366315	582.707 0
-0.12878	576.325 0
-0.222708	569.296 0
-0.318049	560.978 0
-0.414423	553.614 0
-0.511452	546.195 0
-0.608751	538.781 0
-0.705938	530.977 0
-0.802628	523.378 0
-0.992997	508.761 0
-1.08592	501.804 0
-1.17685	493.433 0
-1.3513		481.005	 0
-1.43413	474.229 0
-1.72868	450.755 0
-1.79167	445.777 0
-1.84988	441.178 0
-1.90308	435.092 0
-1.95106	430.706 0
-2.12885	417.889 0
-2.12399	418.61 0
-2.11305	418.921 0
-2.09606	421.08	 0
-2.07308	422.548 0
-2.04421	424.924 0
-2.00956	428.08 0
-1.96928	431.654 0
-1.92351	435.916 0
-1.87243	439.285 0
-1.81626	443.662 0
-1.75521	448.203 0
-1.68952	452.647 0
-0.150219	565.686 0
-0.0588403	573.198 0
0.0304805	579.831 0
0.117392	585.946 0
0.20155	592.79 0
0.282623	601.095 0
0.360291	606.966 0
0.434247	612.696 0
0.504201	617.917 0
0.569875	624.329 0
0.631011	630.376 0
0.687365	635.366 0
0.738719	641.498 0
0.784866	643.943 0
0.825626	646.064 0
0.860839	650.466 0
0.890366	653.492 0
0.914088	656.076 0
0.931914	658.26 0
0.943771	659.685 0
0.949615	660.343 0
0.943191	660.905 0
0.930949	660.254 0
-0.0646405	589.849 0
-0.156138	583.906 0
-0.82261	531.008 0
-1.10147	509.267 0
-1.19079	501.601 0
-1.2777	493.532	 0
-1.36186	486.718 0
-1.44293	480.533 0
-1.5206	474.105	 0
-1.59456	467.692 0
-1.73018	455.477 0
-1.79132	450.312 0
-1.84767	445.552 0
-1.89903	440.653 0
-1.94517	436.964 0
-1.98594	432.593 0
-2.02115	429.004 0
-2.05067	426.292 0
-2.0744	423.447	 0
-2.09222	421.104 0
-2.10408	419.271 0
-2.10992	417.982 0
-1.09567	487.084 0
-1.00417	496.208 0
-0.337699	549.212 0
-3.09786	348.687 0
-3.16512	343.049 0
-3.22217	337.47 0
-3.26879	333.556 0
-3.33007	326.98 0
-3.34448	324.837 0
-3.34798	323.276 0
-3.34055	323.252 0
-3.32224	324.463 0
-3.2931	326.646 0
-3.25325	328.896 0
-3.20286	332.466 0
-3.14211	335.978 0
-3.07125	340.597 0
-2.99056	345.871 0
-2.90036	352.555 0
-2.801	360.48 0
-2.69288	367.846 0
-2.57642	376.313 0
-2.45208	385.944 0
-1.0681	491.12 0
1.2082	665.474 0
1.33733	676.495 0
1.4589	686.83 0
1.57241	695.679 0
1.67743	705.131 0
1.77354	713.817 0
1.86036	721.183 0
1.93755	726.828 0
2.00481	732.692 0
2.06186	738.726 0
2.10849	742.889 0
2.1445	746.838 0
2.16976	749.434 0
2.18417	752.358 0
2.18767	754.033 0
2.18025	754.354 0
2.16193	753.705 0
2.13279	752.317 0
2.09294	749.614 0
2.04255	746.315 0
1.9818	742.447 0
1.91094	738.182 0
1.83025	732.87 0
1.74005	725.88 0
1.64069	720.241 0
1.53257	712.536 0
1.41611	703.496 0
1.29177	694.356 0
1.16005	684.318 0
0.876536	664.624 0
0.725871	653.004 0
0.570053	641.671 0
0.24543	615.09 0
0.0779067	602.164 0
-4.40167	238.176	3.6987
-4.48552	231.38	3.4613
-4.55396	225.866	3.3738
-4.60671	222.124	3.2201
-4.64358	218.737	3.5948
-4.6644	218.105	3.232
-4.66911	216.892	4.0342
-4.65769	217.599	4.573
-4.63017	220.04	5.5237
-4.58666	223.38	4.878
-4.52735	226.399	6.7255
-4.45245	234.542	6.2104
-4.36228	238.812	6.3515
-4.25718	246.235	8.5143
-4.13756	257.324	8.7181
-4.00391	267.402	6.2651
-3.85675	279.806	8.289	
-3.69665	293.089	9.242	
-3.52425	306.089	7.687
-3.34024	321.145	8.6947
-3.14533	334.905	8.8481
-5.82326	119.992	9.67699
-6.08676	95.769	8.9819	
-6.32852	77.8973	7.1031
-6.5476	55.8964	6.1156
-6.74313	38.6773	6.2687	
-6.91434	24.2018	4.344
-7.06055	14.5813	4.4683
-7.18119	7.42024	4.3143
-7.07187	11.2364	4.4503
-6.92783	21.6312	5.3458
-6.75873	34.6889	7.873	
-6.56526	50.4929	10.226	
-6.34816	69.9929	10.416	
-6.10829	89.9515	10.064	
-5.84661	107.381	9.126	
4.92645	948.045	7.6517
5.16822	957.996	10.449
5.3873	963.866	11.235
5.58283	968.445	12.574
5.75403	974.524	10.455
5.90024	977.007	10.915
6.02088	984.381	10.258
6.11546	987.878	7.936	
5.91156	987.567	8.6775	
5.76752	982.29	9.7989	
5.59842	975.586	8.712	
5.40495	967.112	10.584	
5.18785	963.48	10.417	
4.94798	958.389	8.6393	
4.6863	943.908	5.5594	
4.40384	929.692	5.8226	
3.0288	816.934	4.6338	
3.14243	825.049	2.9348	
3.24136	831.468	2.6322	
3.32521	841.453	2.3824	
3.39365	844.635	2.7586	
3.4464	851.629	2.9399	
3.48327	854.294	2.2101	
3.5041	855.956	3.0538	
3.50881	856.799	3.496	
3.49738	855.75	2.7605	
3.46986	853.987	-2.5729	
3.42635	853.068	1.9407	
3.36704	849.807	2.9742	
3.29214	845.175	2.7866	
3.20197	839.844	2.5187	
