-1.29914	491.412	7.31488	
-1.21003	496.949	6.92605	
-1.1192	503.515	7.66617	
-1.027	510.447	7.83504	
-0.933806	516.977	8.74496	
-0.839977	523.555	9.32635	
-0.745885	531.048	9.41674	
-0.651902	538.948	8.39037	
-0.558399	545.506	8.45435	
-0.465746	553.031	8.12591	
-0.374307	560.541	7.0517	
-0.284444	567.893	6.60824	
-0.19651	573.203	6.81633	
-0.110855	582.162	8.13392	
-0.0278142	584.868	7.17631	
0.0522837	593.266	6.09151	
0.129122	598.296	6.15552	
0.202398	604.977	6.587	
0.271822	609.149	6.0179	
0.33712	613.764	5.51725	
0.398036	620.318	6.12029	
0.724096	644.92	5.23543	
0.719405	646.475	4.78161	
0.708821	645.294	5.03845	
0.692388	644.127	5.49837	
0.476139	626.888	4.9046	
0.421819	623.022	4.69011	
0.362781	618.802	4.41868	
0.299259	613.893	4.31558	
0.231503	608.842	4.46549	
-0.076281	584.771	4.6142	
-0.1609	578.215	4.19646	
-0.613271	544.731	5.19945	
-0.707102	537.281	4.76613	
-0.801193	530.027	4.60847	
-0.895176	522.474	4.57543	
-0.988679	515.548	4.05326	
-1.08133	508.451	4.31686	
-1.17277	501.225	4.33076	
-1.35057	487.038	4.30114	
-1.43622	480.626	4.37833	
-1.51926	474.783	4.37402	
-1.59936	468.278	4.12284	
-1.6762	462.988	4.08451	
-1.74948	457.977	4.29002	
-1.8189	452.511	4.39026	
-1.8842	446.978	4.64413	
-1.94512	441.826	4.492	
-2.00141	437.895	4.57825	
-2.26996	416.288	4.60611	
-2.27117	416.514	5.36454	
-2.26648	416.458	4.76964	
-2.2559	416.928	5.79683	
-2.23947	418.224	6.28054	
-2.21725	419.472	6.24746	
-2.18933	422.195	6.78813	
-2.15583	424.457	6.94228	
-2.11687	428.073	6.65661	
-2.0726	431.603	6.8812	
-2.02322	435.248	7.16664	
-1.9689	439.148	7.29676	
-1.90986	443.157	6.93334	
-1.84634	449.247	6.1614	
-0.357778	553.085	8.22178	
-0.269412	561.256	7.78625	
-0.183035	566.913	7.14499	
-0.098989	574.253	7.76823	
-0.0176054	580.633	7.61226	
0.0607943	587.485	7.00126	
0.135902	593.618	7.57727	
0.207421	599.391	7.44835	
0.275068	605.877	7.33661	
0.338577	611.149	7.0946	
0.397697	615.652	6.71153	
0.452193	621.768	6.55232	
0.501854	625.642	9.05612	
0.546481	629.057	6.92325	
0.585897	629.768	8.33961	
0.619949	634.382	7.8614	
0.648502	637.262	6.63209	
0.671442	641.463	6.94984	
0.68868	643.068	6.5068	
0.700147	644.438	5.29181	
0.705798	646.029	5.5072	
0.646839	632.787	11.5422	
-0.188507	586.96	4.53255	
-0.275021	580.844	4.51387	
-0.363502	573.31	4.54462	
-1.008	522.814	4.12524	
-1.09929	515.912	4.33302	
-1.1893	509.107	4.43048	
-1.27767	501.212	4.35849	
-1.36404	494.705	4.4087	
-1.44809	487.725	4.20362	
-1.52947	481.114	4.34055	
-1.60787	474.805	4.59557	
-1.68298	467.985	4.19029	
-1.7545	462.127	4.09736	
-1.82215	456.053	4.76095	
-1.88566	450.652	4.38824	
-1.94477	445.596	4.92704	
-1.99927	441.086	4.60367	
-2.04893	435.66	5.1133	
-2.09356	432.252	4.98363	
-2.13298	428.949	5.23868	
-2.16703	425.493	4.83919	
-2.19558	422.5	5.06409	
-2.21852	420.666	5.18967	
-2.23576	418.77	4.98619	
-2.24723	416.044	5.53654	
-2.25288	416.975	5.27909	
-2.19392	437.998	4.20453	
-1.35857	474.504	6.29273	
-1.27206	480.833	7.72111	
-1.18358	489.477	6.90207	
-1.09348	497.38	6.71409	
-0.539077	538.554	6.77742	
-3.91964	282.883	6.94455	
-4.06124	272.341	5.33867	
-4.18911	262.315	6.06645	
-4.30274	253.884	4.90486	
-4.40167	243.576	5.81167	
-4.48552	239.137	5.8526	
-4.55396	231.942	6.38627	
-4.60671	227.947	6.7148	
-4.64358	226.975	7.21384	
-4.6644	224.513	7.13485	
-4.66911	222.979	5.05141	
-4.65769	224.323	4.14487	
-4.63017	225.058	6.31913	
-4.58666	229.497	5.28201	
-4.52735	233.222	8.93387	
-4.45245	237.535	10.4412	
-4.36228	245.042	10.123	
-4.25718	253.26	10.0233	
-4.13756	259.206	5.65147	
-4.00391	272.4	9.56311	
-3.85675	282.231	7.38997	
-3.69665	295.687	9.9116	
-3.52425	308.646	10.6854	
-3.34024	323.027	6.6812
