-1.27118	451.777	7.98936
-1.18217	458.416	8.64912
-1.09103	464.475	8.03208
-0.998133	470.384	8.76354
-0.903841	478.384	9.23672
-0.808526	484.537	9.80147
-0.712564	491.895	10.5192
-0.616333	499.206	10.9219
-0.520215	506.597	10.3394
-0.424586	514.918	9.02236
-0.329827	522.304	9.99983
-0.23631	529.233	8.56011
-0.144405	536.691	7.67235
-0.054473	543.228	7.67865
0.0331292	552.48	8.7543
0.118057	555.812	7.86639
0.199976	562.926	7.2917
0.27856		569.652	6.01797
0.353502	575.656	6.74732
0.424503	581.586	7.05753
0.663773	607.074	9.53311
0.887056	618.841	5.42242
0.882259	618.754	5.58033
0.871434	618.806	5.84235
0.854627	616.955	6.08189
0.831903	615.478	6.21972
0.803352	613.342	6.40626
0.769085	611.164	6.81098
0.72924		607.943	6.5826
0.683973	604.895	6.33506
0.633463	600.896	5.84387
0.577909	596.663	5.76934
0.51753		591.755	6.02435
0.452564	586.088	6.16205
0.383268	580.791	4.95842
0.152215	565.023	9.06069
0.068489	555.833	-5.38981
-0.0180527	549.143	5.33594
-0.107066	542.39	5.46103
-0.198202	536.137	5.27646
-0.291098	529.503	5.54107
-0.385391	522.945	5.7587
-0.480706	514.975	5.99331
-0.576669	508.066	6.42428
-0.672899	499.701	5.44216
-0.769018	491.613	5.47339
-0.864645	484.38	5.06144
-0.959405	476.81	5.49133
-1.05292	469.711	5.49866
-1.14483	462.632	5.10244
-1.23476	455.495	5.2782
-1.32236	447.685	5.40749
-1.40729	442.871	5.51573
-1.48921	436.168	4.92186
-1.56779	429.386	4.84342
-1.64273	423.71	4.97682
-1.71374	418.018	4.84687
-1.78052	413.359	4.8393
-1.84282	407.941	5.29186
-1.90039	403.066	5.66924
-1.95301	396.339	8.201
-2.00046	393.574	6.15374
-2.16067	382.193	6.39894
-2.14386	385.14	6.71498
-2.12113	385.506	7.21194
-2.09258	387.68	7.23411
-2.05832	389.965	8.01223
-2.01847	393.933	7.59295
-1.97321	396.704	8.106
-1.92269	400.459	7.86489
-1.86714	405.882	7.62295
-1.80676	410.447	7.83079
-1.7418		414.798	6.44827
-1.6725		420.762	6.45512
-0.219405	521.931	9.34756
-0.129031	530.053	7.78812
-0.040692	536.434	8.58048
0.0452646	544.703	8.12799
0.128498	550.413	8.61001
0.20868		557.201	7.90127
0.285494	564.926	9.14002
0.358638	570.159	8.44592
0.427823	577.242	9.0233
0.492775	582.656	9.13179
0.553239	588.056	8.2071
0.608974	592.991	9.06414
0.659763	600.393	11.1992
0.705404	602.235	7.93806
0.745716	602.59	8.84061
0.780542	607.24	8.93395
0.809744	610.745	7.20138
0.833206	613.115	7.59618
0.850835	616.294	7.16132
0.862563	618.282	6.42674
0.868343	618.638	5.7225
0.868151	618.54	5.12368
0.808043	607.057	11.2424
0.778477	606.961	10.1943
-0.22526	544.411	5.51225
-0.317408	536.781	5.20714
-0.505208	508.448	15.7664
-0.600119	513.01	8.24414
-0.695207	513.932	10.3338
-0.977775	485.19	5.31541
-1.06983	477.218	5.31106
-1.1602		470.443	5.07293
-1.24854	463.341	5.32443
-1.3345		455.649	5.25318
-1.41773	448.86	5.13673
-1.49791	442.739	4.62474
-1.57473	436.034	5.20653
-1.64787	429.763	4.46235
-1.71706	423.182	6.06533
-1.78201	417.5	5.41418
-1.84247	412.204	4.71898
-1.89821	408.178	5.55185
-1.949		402.6	6.09429
-1.99464	399.141	6.29943
-2.03495	396.264	6.10414
-2.06978	392.482	5.9155
-2.09898	389.698	6.12896
-2.12244	385.647	6.16451
-2.14007	384.178	6.06299
-2.1518		382.362	6.08416
-2.15757	380.693	4.83862
-2.09728	403.326	5.05361
-2.06771	396.293	7.70129
-2.03253	393.535	6.27005
-1.56991	399.935	-4.88324
-1.15446	445.807	8.74082
-1.06397	455.01	7.25546
-0.971825	462.632	7.44118
-0.784024	497.595	7.20861
-0.404825	507.354	7.19653
-3.76485	261.667	7.66765
-3.91964	249.344	7.15821
-4.06124	239.07	6.22022
-4.18911	227.836	7.92016
-4.30274	217.884	6.59753
-4.40167	210.047	7.23583
-4.48552	202.081	5.50116
-4.55396	197.46	6.18312
-4.60671	191.64	7.23292
-4.64358	189.101	8.13943
-4.6644		188.123	6.16884
-4.66911	184.774	6.10334
-4.65769	187.011	6.22466
-4.63017	191.074	5.62129
-4.58666	192.505	6.43611
-4.52735	197.576	8.97718
-4.45245	202.531	9.63343
-4.36228	209.981	7.12045
-4.25718	218.284	8.77532
-4.13756	226.678	10.5804
-4.00391	233.914	11.0651
-3.85675	248.889	16.5093
-3.69665	262.042	10.1276
-3.52425	272.133	11.9573
-3.34024	285.653	15.3113
-3.14533	302.688	10.5571
3.29214		813.45	7.24452
3.20197		805.967	6.28634
3.09687		796.493	5.32122
2.97725		785.409	5.48107
2.8436		774.074	5.27288
2.69644		764.543	6.90628
-5.54903	112.699	7.77151
-5.83009	98.802	10.4437
-6.0907		77.8417	11.0325
-6.32981	56.2185	10.5591
-6.54648	39.7536	8.98499
-6.73987	25.8155	8.40308
-6.90919	14.3652	7.10021
-7.0538		6.80818	8.84118
-7.1731		4.01453	6.53068
-7.065		6.37808	4.06028
-6.92254	9.46773	8.79039
-6.7553		19.8547	9.12055
-6.56395	34.0629	10.6772
-6.34924	49.1752	11.8588
-6.11201	67.5137	12.2284
-5.85321	88.1462	10.4518
-5.57385	102.444	8.26824
4.54086		923.542	17.9985
4.80147		955.993	18.0706
5.04058		998.591	21.88
4.82278		1011.07	-12.7012
4.56398		976.674	14.0427
4.28462		949.879	10.8774
