-2.18414	393.571 0
-2.32275	382.534 0
-2.45473	371.181 0
-2.57957	361.754 0
-2.69677	352.407 0
-2.80588	343.71 0
-2.9981		327.928	 0
-3.08046	321.159 0
-3.15321	315.312 0
-3.21605	308.963 0
-3.26875	304.326 0
-3.31109	300.892 0
-3.34291	298.412 0
-3.36408	295.094 0
-3.37452	294.287 0
-3.37418	293.646 0
-3.36307	295.285 0
-3.34124	295.969 0
-3.30876	299.781 0
-3.26576	301.227 0
-3.21243	305.855 0
-3.14895	311.552 0
-3.0756		316.48	 0
-2.99265	320.747 0
-2.90043	328.411 0
-2.79931	337.065 0
-2.68969	347.314 0
-2.572		356.741	 0
-1.87973	408.848 0
-1.72435	421.291 0
-1.40142	444.907 0
-1.23516	457.401 0
-0.725048	481.329 0
0.750227	561.964 0
1.29034		650.958	 0
1.40754		657.215 0
1.51664		667.88 0
1.61722		676.102 0
1.70887		682.037 0
1.79123		690.046 0
1.86397		696.996 0
1.92682		703.215 0
1.97952		707.696 0
2.02186		711.045 0
2.05368		715.843 0
2.07485		717.68 0
2.08529		718.096 0
2.08495		718.915 0
2.07384		719.091 0
2.05201		716.614 0
2.01953		714.524 0
1.97653		711.862 0
1.92319		708.55 0
1.85972		704.402 0
1.78637		698.11 0
1.70342		692.393 0
1.6112		685.315 0
1.51008		677.345 0
1.40046		668.894 0
1.28276		660.355 0
1.15746		650.981 0
1.02505		640.93 0
0.88605		630.881 0
0.741008	619.122 0
0.275466	580.838 0
-0.564185	518.472 0
-1.07714	483.907 0
-0.33687	527.936 0
-0.243313	536.606 0
-0.151341	542.978 0
-0.0613153	549.768 0
0.026409	557.633 0
0.111485	564.724 0
0.193576	569.399 0
0.27236		575.253 0
0.347524	581.305 0
0.418774	588.126 0
0.485826	593.382 0
0.548418	597.977 0
0.659247	608.195 0
0.707046	610.864 0
0.749513	613.752 0
0.786477	617.105 0
0.817793	620.562 0
0.86301		624.672 0
0.876732	625.943 0
0.832749	612.71 0
0.314718	603.404 0
0.0741729	564.937 0
-0.100904	550.782 0
-0.76198	498.745 0
-0.857591	491.389 0
-1.04592	477.237 0
-1.22792	461.585 0
-1.31564	455.316 0
-1.40072	448.5 0
-1.48281	441.192 0
-1.56159	435.71 0
-1.63676	429.831 0
-1.70801	423.748 0
-1.77506	418.936 0
-1.83765	414.307 0
-1.89553	408.197 0
-1.94848	404.423 0
-1.99628	400.925 0
-2.03875	398.88 0
-2.07571	394.056 0
-2.10703	392.603 0
-2.13257	389.972 0
-2.15224	387.445 0
-2.16596	386.306 0
-0.332469	528.448 0
-0.238442	535.201 0
-0.146017	543.193 0
-0.0555612	550.534 0
0.0325698	557.83 0
0.118029	562.791 0
0.200478	569.803 0
0.279592	575.108 0
0.355059	581.939 0
0.42658		587.164 0
0.493874	590.721 0
0.556674	596.585 0
0.614734	610.668 0
0.667824	614.232 0
0.894458	626.557 0
0.889902	625.282 0
0.87929		624.503 0
0.862665	624.606 0
0.840091	622.491 0
0.811657	620.022 0
0.777476	617.381 0
0.737683	613.772 0
0.692434	611.044 0
0.641909	607.242 0
0.586306	603.656 0
0.525845	597.291 0
0.460766	591.886 0
0.391323	586.985 0
0.0756467	562.022 0
-0.0111916	555.204 0
-0.10053	548.126 0
-0.192015	541.913 0
-0.285287	535.363 0
-0.379977	528.81 0
-0.475711	521.553 0
-0.572112	513.533 0
-0.668799	505.97 0
-0.765391	497.334 0
-0.861505	490.475 0
-0.956764	482.784 0
-1.05079	475.658 0
-1.14322	468.829 0
-1.23367	461.64 0
-1.3218		454.752	 0
-1.40726	448.329 0
-1.48971	442.307 0
-1.64429	429.233 0
-1.71581	423.943 0
-1.78311	418.682 0
-1.84591	413.506 0
-1.90397	408.738 0
-1.95706	401.891 0
-2.00497	398.962 0
-2.18369	386.481 0
-2.17913	387.06 0
-2.16852	388.122 0
-2.1519		389.058 0
-2.12932	390.908 0
-2.10089	392.935 0
-2.06671	395.666 0
-2.02691	397.914 0
-1.98167	402.519 0
-1.93114	405.434 0
-1.87554	410.634 0
-1.81508	414.82 0
-1.75		420.64 0
-1.68056	425.96 0
-5.83757	91.975 0
-6.09791	72.4908 0
-6.33672	54.4455 0
-6.55307	36.2572 0
-6.74611	20.7411 0
-6.91506	12.1082 0
-7.05927	8.84744 0
-6.92262	8.52063 0
-6.75485	16.7043 0
-6.56297	27.7114 0
-6.34773	45.4929 0
-6.10998	62.858	 0
-5.85066	86.59 0
-5.5708		99.715	 0
4.80867		958.951 0
5.04749		991.249 0
5.26384		1018.74 0
4.82075		1008.94 0
4.56143		973.712 0
4.28156		943.51	 0
-4.08745	240.957		4.227
-4.21391	229.75		4.40535
-4.32629	219.719		3.00387
-4.42413	213.821		4.8718
-4.50706	206.49		4.2952
-4.57475	199.172		3.944
-4.62693	195.818		4.4924
-4.66339	190.911		3.65619
-4.68398	189.062		1.66725
-4.68864	186.514		-1.36114
-4.67734	188.766		-0.93334
-4.65012	188.794		-2.46797
-4.6071		195.042		3.77308
-4.54843	199.159		3.43687
-4.47436	202.178		2.29377
-4.38518	210.474		4.32603
-4.28123	222.477		3.98771
-4.16293	230.907		11.9792
-4.03075	236.108		8.86278
-3.8852		248.835		6.15721
-3.72686	261.321		8.20373
-3.55636	274.33		9.33449
-3.37437	286.991		10.5845
-3.18161	302.587		9.34363
3.1349		807.195		8.32977
3.21783		812.665		6.92408
3.28552		817.28		4.65289
3.33769		821.022		5.47246
3.37415		827.611		6.07762
3.39475		833.583		2.94034
3.39941		832.459		5.09675
3.38811		830.164		-3.0443
3.36089		826.108		-5.42232
3.31786		829.144		2.81031
3.2592		821.998		4.19954
3.18513		818.511		3.69049
3.09595		809.97		4.23475
2.992		799.672		4.66008
2.8737		792.371		2.80364
2.74151		780.998		2.21445
2.59597		767.544		3.46257
2.43763		757.616		5.28765
2.26713		742.575		4.85718
2.08514		726.455		4.02485
1.89237		710.932		4.2136
1.68959		695.83		2.5598
