       0      1304.00       192.99966
       0      1216.00       372.20362
       0      1025.00       547.47960
       0      834.000       816.00135
      32      1304.00       170.49919
      32      1216.00       310.68289
      32      1025.00       562.83066
      32      834.000       786.00684
      64      1304.00       256.61985
      64      1216.00       304.84992
      64      1025.00       568.97924
      64      834.000       810.60476
      96      1304.00       242.59923
      96      1216.00       316.13425
      96      1025.00       572.60851
      96      834.000       873.98366
     128      1304.00       189.35825
     128      1216.00       324.56085
     128      1025.00       575.99370
     128      834.000       780.02010
     160      1304.00       199.24418
     160      1216.00       330.93320
     160      1025.00       578.69463
     160      834.000       887.19965
     192      1304.00       208.10378
     192      1216.00       336.02896
     192      1025.00       580.59361
     192      834.000       848.37381
     224      1304.00       215.67521
     224      1216.00       339.86874
     224      1025.00       581.83427
     224      834.000       797.97936
     256      1304.00       221.14659
     256      1216.00       342.52149
     256      1025.00       582.51959
     256      834.000       842.62499
     288      1304.00       225.21680
     288      1216.00       344.21996
     288      1025.00       582.48737
     288      834.000       832.86891
     320      1304.00       229.13854
     320      1216.00       345.87873
     320      1025.00       582.73889
     320      834.000       836.14100
     352      1304.00       232.41926
     352      1216.00       347.52656
     352      1025.00       583.52194
     352      834.000       835.10196
     384      1304.00       233.34044
     384      1216.00       348.51425
     384      1025.00       583.12277
     384      834.000       835.75251
     416      1304.00       233.28827
     416      1216.00       349.02191
     416      1025.00       582.50200
     416      834.000       826.62649
     448      1304.00       228.86280
     448      1216.00       349.63513
     448      1025.00       583.42922
     448      834.000       839.14242
     480      1304.00       180.00704
     480      1216.00       350.18713
     480      1025.00       584.25321
     480      834.000       834.39251
     512      1304.00       235.45536
     512      1216.00       350.51220
     512      1025.00       584.73593
     512      834.000       834.03164
     544      1304.00       235.82923
     544      1216.00       351.02093
     544      1025.00       585.48530
     544      834.000       836.25325
     576      1304.00       235.40750
     576      1216.00       351.28891
     576      1025.00       584.76932
     576      834.000       786.60033
     608      1304.00       233.45838
     608      1216.00       351.26476
     608      1025.00       584.84696
     640      1304.00       214.05793
     640      1216.00       351.03194
     640      1025.00       584.81404
     640      834.000       837.59902
     672      1304.00       231.18325
     672      1216.00       350.61044
     672      1025.00       584.69242
     672      834.000       781.99073
     704      1304.00       227.94967
     704      1216.00       350.15008
     704      1025.00       585.05763
     704      834.000       849.26285
     736      1304.00       188.43150
     736      1216.00       349.51046
     736      1025.00       587.01154
     736      834.000       860.20028
     768      1304.00       228.06254
     768      1216.00       348.46938
     768      1025.00       588.08601
     768      834.000       864.26566
     800      1304.00       225.40543
     800      1216.00       347.01438
     800      1025.00       587.75307
     800      834.000       852.28049
     832      1304.00       219.38913
     832      1216.00       345.22431
     832      1025.00       589.57631
     832      834.000       859.25285
     864      1304.00       223.81777
     864      1216.00       342.61994
     864      1025.00       590.60941
     864      834.000       891.42865
     896      1304.00       211.09214
     896      1216.00       339.38706
     896      1025.00       591.66705
     896      834.000       847.69928
     928      1304.00       174.21214
     928      1216.00       335.03914
     928      1025.00       595.19969
     928      834.000       807.13836
     960      1304.00       200.33422
     960      1216.00       329.69169
     960      1025.00       598.74499
     960      834.000       777.64364
     992      1304.00       240.07879
     992      1216.00       323.42070
     992      1025.00       602.21964
     992      834.000       885.96153
