       0      1304.00      244.706
       0      1215.67      308.408
       0      1025.72      560.458
       0      834.000      824.963
      32      1304.00      244.706
      32      1215.67      310.460
      32      1025.72      563.737
      32      834.000      824.963
      64      1304.00      244.706
      64      1215.67      312.353
      64      1025.72      565.830
      64      834.000      824.963
      96      1304.00      245.417
      96      1215.67      313.974
      96      1025.72      568.341
      96      834.000      824.963
     128      1304.00      240.575
     128      1215.67      314.776
     128      1025.72      569.416
     128      834.000      824.963
     160      1304.00      241.999
     160      1215.67      315.542
     160      1025.72      570.467
     160      834.000      823.375
     192      1304.00      245.396
     192      1215.67      316.502
     192      1025.72      571.725
     192      834.000      824.810
     224      1304.00      244.483
     224      1215.67      317.512
     224      1025.72      571.848
     224      834.000      825.310
     256      1304.00      244.630
     256      1215.67      318.290
     256      1025.72      573.779
     256      834.000      826.480
     288      1304.00      249.117
     288      1215.67      318.827
     288      1025.72      574.872
     288      834.000      828.849
     320      1304.00      249.018
     320      1215.67      319.527
     320      1025.72      574.727
     320      834.000      828.695
     352      1304.00      249.018
     352      1215.67      320.110
     352      1025.72      574.314
     352      834.000      830.241
     384      1304.00      249.018
     384      1215.67      320.675
     384      1025.72      576.200
     384      834.000      831.345
     416      1304.00      248.920
     416      1215.67      321.069
     416      1025.72      577.304
     416      834.000      833.523
     448      1304.00      248.089
     448      1215.67      321.282
     448      1025.72      577.537
     448      834.000      833.657
     480      1304.00      249.599
     480      1215.67      321.347
     480      1025.72      577.651
     480      834.000      836.137
     512      1304.00      248.191
     512      1215.67      321.320
     512      1025.72      577.067
     512      834.000      834.343
     544      1304.00      247.720
     544      1215.67      321.388
     544      1025.72      578.121
     544      834.000      834.792
     576      1304.00      250.276
     576      1215.67      321.737
     576      1025.72      578.494
     576      834.000      834.981
     608      1304.00      248.322
     608      1215.67      322.390
     608      1025.72      578.332
     608      834.000      835.310
     640      1304.00      252.978
     640      1215.67      322.884
     640      1025.72      578.610
     640      834.000      836.966
     672      1304.00      251.418
     672      1215.67      323.015
     672      1025.72      578.516
     672      834.000      835.869
     704      1304.00      250.595
     704      1215.67      322.723
     704      1025.72      580.364
     704      834.000      836.170
     736      1304.00      249.772
     736      1215.67      322.429
     736      1025.72      580.359
     736      834.000      837.650
     768      1304.00      248.642
     768      1215.67      322.017
     768      1025.72      580.085
     768      834.000      838.374
     800      1304.00      247.393
     800      1215.67      321.573
     800      1025.72      580.332
     800      834.000      841.159
     832      1304.00      247.393
     832      1215.67      321.561
     832      1025.72      580.086
     832      834.000      841.159
     864      1304.00      246.145
     864      1215.67      321.566
     864      1025.72      580.035
     864      834.000      841.159
     896      1304.00      246.145
     896      1215.67      320.351
     896      1025.72      580.319
     896      834.000      841.159
     928      1304.00      246.145
     928      1215.67      318.328
     928      1025.72      580.485
     928      834.000      841.159
     960      1304.00      246.145
     960      1215.67      321.390
     960      1025.72      581.313
     960      834.000      841.159
     992      1304.00      246.145
     992      1215.67      321.390
     992      1025.72      579.359
     992      834.000      841.159
