       0      1304.00      174.000
       0      1215.67      260.000
       0      1025.72      521.974
       0      834.000      856.000
      32      1304.00      202.000
      32      1215.67      283.882
      32      1025.72      535.305
      32      834.000      848.000
      64      1304.00      222.000
      64      1215.67      294.890
      64      1025.72      543.318
      64      834.000      842.000
      96      1304.00      234.000
      96      1215.67      308.059
      96      1025.72      552.109
      96      834.000      836.637
     128      1304.00      246.000
     128      1215.67      317.725
     128      1025.72      557.358
     128      834.000      832.000
     160      1304.00      252.000
     160      1215.67      324.148
     160      1025.72      561.107
     160      834.000      828.411
     192      1304.00      262.000
     192      1215.67      328.271
     192      1025.72      563.899
     192      834.000      828.476
     224      1304.00      264.000
     224      1215.67      331.577
     224      1025.72      565.577
     224      834.000      824.958
     256      1304.00      268.000
     256      1215.67      334.583
     256      1025.72      567.255
     256      834.000      821.220
     288      1304.00      272.000
     288      1215.67      337.454
     288      1025.72      569.681
     288      834.000      821.139
     320      1304.00      270.000
     320      1215.67      339.807
     320      1025.72      571.453
     320      834.000      822.005
     352      1304.00      274.000
     352      1215.67      342.045
     352      1025.72      574.354
     352      834.000      824.302
     384      1304.00      276.000
     384      1215.67      344.007
     384      1025.72      574.654
     384      834.000      824.846
     416      1304.00      278.000
     416      1215.67      345.719
     416      1025.72      577.196
     416      834.000      824.000
     448      1304.00      278.000
     448      1215.67      347.290
     448      1025.72      578.456
     448      834.000      826.504
     480      1304.00      280.000
     480      1215.67      348.664
     480      1025.72      579.962
     480      834.000      828.009
     512      1304.00      282.000
     512      1215.67      349.827
     512      1025.72      580.904
     512      834.000      830.128
     544      1304.00      282.000
     544      1215.67      350.742
     544      1025.72      581.244
     544      834.000      831.361
     576      1304.00      284.000
     576      1215.67      351.357
     576      1025.72      584.609
     576      834.000      834.214
     608      1304.00      284.000
     608      1215.67      351.912
     608      1025.72      584.813
     608      834.000      836.000
     640      1304.00      284.000
     640      1215.67      352.237
     640      1025.72      585.018
     640      834.000      840.000
     672      1304.00      284.000
     672      1215.67      352.078
     672      1025.72      585.211
     672      834.000      840.000
     704      1304.00      286.000
     704      1215.67      351.606
     704      1025.72      588.759
     704      834.000      844.000
     736      1304.00      288.000
     736      1215.67      350.312
     736      1025.72      587.248
     736      834.000      852.000
     768      1304.00      288.000
     768      1215.67      348.083
     768      1025.72      586.894
     768      834.000      852.000
     800      1304.00      284.000
     800      1215.67      345.135
     800      1025.72      584.981
     800      834.000      862.000
     832      1304.00      282.000
     832      1215.67      341.467
     832      1025.72      580.000
     832      834.000      858.000
     864      1304.00      278.000
     864      1215.67      337.217
     864      1025.72      576.454
     864      834.000      862.000
     896      1304.00      274.000
     896      1215.67      331.158
     896      1025.72      570.046
     896      834.000      862.000
     928      1304.00      268.000
     928      1215.67      323.270
     928      1025.72      564.993
     928      834.000      874.000
     960      1304.00      260.000
     960      1215.67      314.915
     960      1025.72      559.662
     960      834.000      876.000
     992      1304.00      248.000
     992      1215.67      303.555
     992      1025.72      553.903
     992      834.000      886.000
