143018  347.217   20.231  183800 60.
143275  350.099   22.491  226100 39.
144217  353.195   23.600  169400 69.
145482  348.118   16.836   25220 110.
147165  351.315   16.999   47550 60.
149438  351.536   12.808  321300 140.
